pooling_edges,K,decoupled,id,num_layers,pooling_nodes,dataset,seed,reward,conv,pool
0.8,3,TRUE,cZqiY,5,0.6,PROTEINS,99,0.696428571,LiCheb,TopkPool
0.8,3,TRUE,oe2ab,5,0.6,PROTEINS,110,0.6875,LiCheb,TopkPool
0.7,3,TRUE,pJEQp,5,0.8,DD,11,0.680672269,LiCheb,TopkPool
0.7,3,TRUE,Vah3Z,5,0.8,DD,22,0.722689076,LiCheb,TopkPool
0.7,3,TRUE,Ftv4e,5,0.8,DD,33,0.655462185,LiCheb,TopkPool
0.7,3,TRUE,xd0iL,5,0.8,DD,44,0.714285714,LiCheb,TopkPool
0.7,3,TRUE,NV5Nz,5,0.8,DD,66,0.68907563,LiCheb,TopkPool
0.7,3,TRUE,Vgr5Y,5,0.8,DD,55,0.705882353,LiCheb,TopkPool
0.7,3,TRUE,BnCPe,5,0.8,DD,88,0.680672269,LiCheb,TopkPool
0.7,3,TRUE,YOWR6,5,0.8,DD,99,0.722689076,LiCheb,TopkPool
0.7,3,TRUE,iJkOX,5,0.8,DD,110,0.680672269,LiCheb,TopkPool
0.9,3,TRUE,vZxTU,5,0.9,NCI1,11,0.771289538,LiCheb,TopkPool
0.9,3,TRUE,EozRq,5,0.9,NCI1,22,0.756690998,LiCheb,TopkPool
0.9,3,TRUE,wTXLR,5,0.9,NCI1,33,0.725060827,LiCheb,TopkPool
0.9,3,TRUE,OqkvE,5,0.9,NCI1,44,0.749391727,LiCheb,TopkPool
0.9,3,TRUE,HoWAn,5,0.9,NCI1,55,0.800486618,LiCheb,TopkPool
0.9,3,TRUE,qQl4d,5,0.9,NCI1,66,0.732360097,LiCheb,TopkPool
0.9,3,TRUE,VOuLF,5,0.9,NCI1,77,0.751824818,LiCheb,TopkPool
0.9,3,TRUE,AginZ,5,0.9,NCI1,99,0.751824818,LiCheb,TopkPool
0.9,3,TRUE,kB8Qk,5,0.9,NCI1,110,0.778588808,LiCheb,TopkPool
0.4,3,TRUE,Nlmtr,5,0.9,NCI109,11,0.702898551,LiCheb,TopkPool
0.4,3,TRUE,UWoSe,5,0.9,NCI109,22,0.724637681,LiCheb,TopkPool
0.4,3,TRUE,cbDpr,5,0.9,NCI109,33,0.743961353,LiCheb,TopkPool
0.4,3,TRUE,TQO0n,5,0.9,NCI109,44,0.777777778,LiCheb,TopkPool
0.4,3,TRUE,vSZdT,5,0.9,NCI109,55,0.775362319,LiCheb,TopkPool
0.4,3,TRUE,QwpCF,5,0.9,NCI109,66,0.770531401,LiCheb,TopkPool
0.4,3,TRUE,NxsBL,5,0.9,NCI109,77,0.756038647,LiCheb,TopkPool
0.4,3,TRUE,R2Qky,5,0.9,NCI109,88,0.746376812,LiCheb,TopkPool
0.4,3,TRUE,Mgagk,5,0.9,NCI109,99,0.782608696,LiCheb,TopkPool
0.4,3,TRUE,YEs2K,5,0.9,NCI109,110,0.746376812,LiCheb,TopkPool
0.8,3,TRUE,URLni,5,0.9,Mutagenicity,11,0.806896552,LiCheb,TopkPool
0.8,3,TRUE,CPT9j,5,0.9,Mutagenicity,22,0.806896552,LiCheb,TopkPool
0.8,3,TRUE,rambK,5,0.9,Mutagenicity,33,0.774712644,LiCheb,TopkPool
0.8,3,TRUE,lcCQi,5,0.9,Mutagenicity,44,0.84137931,LiCheb,TopkPool
0.8,3,TRUE,FbXRk,5,0.9,Mutagenicity,55,0.747126437,LiCheb,TopkPool
0.8,3,TRUE,J4bPR,5,0.9,Mutagenicity,66,0.813793103,LiCheb,TopkPool
0.8,3,TRUE,bGRUU,5,0.9,Mutagenicity,77,0.779310345,LiCheb,TopkPool
0.8,3,TRUE,MvZHT,5,0.9,Mutagenicity,88,0.786206897,LiCheb,TopkPool
0.8,3,TRUE,oznwP,5,0.9,Mutagenicity,99,0.825287356,LiCheb,TopkPool
0.8,3,TRUE,Ar5ZN,5,0.9,Mutagenicity,110,0.777011494,LiCheb,TopkPool
0.4,3,TRUE,xjcdb,5,0.8,ENZYMES,11,0.35,LiCheb,TopkPool
0.4,3,TRUE,yPM1s,5,0.8,ENZYMES,22,0.516666667,LiCheb,TopkPool
0.4,3,TRUE,AcbEv,5,0.8,ENZYMES,33,0.283333333,LiCheb,TopkPool
0.4,3,TRUE,wX1ON,5,0.8,ENZYMES,44,0.466666667,LiCheb,TopkPool
0.4,3,TRUE,wn9rO,5,0.8,ENZYMES,55,0.366666667,LiCheb,TopkPool
0.4,3,TRUE,FxCYa,5,0.8,ENZYMES,66,0.466666667,LiCheb,TopkPool
0.4,3,TRUE,Gf4Fn,5,0.8,ENZYMES,77,0.6,LiCheb,TopkPool
0.4,3,TRUE,zbOVI,5,0.8,ENZYMES,88,0.2,LiCheb,TopkPool
0.4,3,TRUE,r7FKw,5,0.8,ENZYMES,99,0.416666667,LiCheb,TopkPool
0.4,3,TRUE,lDfki,5,0.8,ENZYMES,110,0.216666667,LiCheb,TopkPool
0.6,3,TRUE,ECxrP,5,0.9,FRANKENSTEIN,11,0.625287356,LiCheb,TopkPool
0.6,3,TRUE,SpGFd,5,0.9,FRANKENSTEIN,22,0.63908046,LiCheb,TopkPool
0.6,3,TRUE,G40Sp,5,0.9,FRANKENSTEIN,33,0.6,LiCheb,TopkPool
0.6,3,TRUE,NcwZ4,5,0.9,FRANKENSTEIN,44,0.616091954,LiCheb,TopkPool
0.6,3,TRUE,xFPiS,5,0.9,FRANKENSTEIN,55,0.572413793,LiCheb,TopkPool
0.6,3,TRUE,uAfC4,5,0.9,FRANKENSTEIN,66,0.609195402,LiCheb,TopkPool
0.6,3,TRUE,xpmGP,5,0.9,FRANKENSTEIN,77,0.63908046,LiCheb,TopkPool
0.6,3,TRUE,sNeX6,5,0.9,FRANKENSTEIN,88,0.643678161,LiCheb,TopkPool
0.6,3,TRUE,B41YQ,5,0.9,FRANKENSTEIN,99,0.56091954,LiCheb,TopkPool
0.6,3,TRUE,ZLRtI,5,0.9,FRANKENSTEIN,110,0.645977011,LiCheb,TopkPool
0.7,3,TRUE,Qdb4R,5,0.8,DD,77,0.554621849,LiCheb,TopkPool
0.9,3,TRUE,dNOje,5,0.9,NCI1,88,0.788321168,LiCheb,TopkPool
